STATION,avg_temp,precip,avg_wind,YEAR,MONTH
USC00105567,74.06666666666666,1.34,,2005,6
USC00105678,74.43333333333334,0.77,,2005,6
USC00105685,70.73333333333333,2.02,,2005,6
USC00105708,66.36666666666666,3.11,,2005,6
USC00105716,72.5,2.62,,2005,6
USC00105897,70.13333333333334,2.65,,2005,6
USC00105980,75.44444444444444,0.39,,2005,6
USC00106152,71.9,1.72,,2005,6
USC00106174,79.96666666666667,0.5700000000000001,,2005,6
USC00106305,79.06666666666666,1.26,,2005,6
USC00106388,68.38095238095238,1.4500000000000002,,2005,6
USC00106424,66.3,2.44,,2005,6
USC00106542,74.27586206896552,1.33,,2005,6
USC00106586,77.53333333333333,2.17,,2005,6
USC00106844,77.2,0.83,,2005,6
USC00106877,72.3,0.89,,2005,6
USC00106891,79.71428571428571,1.1300000000000001,,2005,6
USC00107040,69.06666666666666,1.08,,2005,6
USC00107046,68.63333333333334,3.1999999999999997,,2005,6
USC00107208,74.16666666666667,1.7,,2005,6
USC00107210,75.46666666666667,1.65,,2005,6
USC00107264,69.7,5.3100000000000005,,2005,6
USC00107301,68.21428571428571,2.21,,2005,6
USC00107320,67.7,2.05,,2005,6
USC00107346,73.83333333333333,2.83,,2005,6
USC00107386,71.03333333333333,2.98,,2005,6
USC00107561,,5.43,,2005,6
USC00107563,66.43333333333334,3.86,,2005,6
USC00107644,69.63333333333334,2.69,,2005,6
USC00107648,72.33333333333333,1.52,,2005,6
USC00107673,72.96666666666667,0.98,,2005,6
USC00107706,78.53571428571429,2.2,,2005,6
USC00108022,69.33333333333333,2.22,,2005,6
USC00108062,69.86666666666666,1.89,,2005,6
USC00108080,69.96428571428571,2.13,,2005,6
USC00108137,70.13636363636364,2.24,,2005,6
USC00108246,73.56666666666666,2.65,,2005,6
USC00108395,76.96666666666667,3.67,,2005,6
USC00108412,64.83333333333333,1.65,,2005,6
USC00108535,70.57142857142857,2.22,,2005,6
USC00108676,64.1,0.2,,2005,6
USC00108928,80.4,1.02,,2005,6
USC00108937,70.1,3.31,,2005,6
USC00109000,71.46666666666667,2.97,,2005,6
USC00109065,64.76923076923077,2.94,,2005,6
USC00109303,72.93333333333334,1.06,,2005,6
USC00109560,63.666666666666664,2.37,,2005,6
USC00109601,65.63333333333334,2.68,,2005,6
USC00109638,79.8,1.04,,2005,6
USC00109846,64.26666666666667,2.0500000000000003,,2005,6
USC00109951,65.88461538461539,1.93,,2005,6
USC00109963,73.96666666666667,3.46,,2005,6
USR0000I3MI,62.666666666666664,0.0,,2005,6
USR0000IARC,70.63333333333334,0.0,,2005,6
USR0000IBAS,59.5,0.0,,2005,6
USR0000IBEA,58.766666666666666,0.0,,2005,6
USR0000IBOF,70.16666666666667,0.0,,2005,6
USR0000IBON,65.4,0.0,,2005,6
USR0000IBRA,72.56666666666666,0.0,,2005,6
USR0000IBUL,68.56666666666666,0.0,,2005,6
USR0000ICAN,58.2,0.0,,2005,6
USR0000ICHL,71.43333333333334,0.0,,2005,6
USR0000ICOP,57.86666666666667,0.0,,2005,6
USR0000ICOT,73.46666666666667,0.0,,2005,6
USR0000ICRY,71.63333333333334,0.0,,2005,6
USR0000IDEA,72.83333333333333,0.0,,2005,6
USR0000IDEN,75.16666666666667,0.0,,2005,6
USR0000IDEP,67.13333333333334,0.0,,2005,6
USR0000IDER,67.8,0.0,,2005,6
USR0000IDIA,62.833333333333336,0.0,,2005,6
USR0000IEZR,60.46666666666667,0.0,,2005,6
USR0000IFEN,75.2,0.0,,2005,6
USR0000IFIS,65.06666666666666,0.0,,2005,6
USR0000IFLE,65.3,0.0,,2005,6
USR0000IFLI,72.7,0.0,,2005,6
USR0000IGAS,67.33333333333333,0.0,,2005,6
USR0000IGOO,69.23333333333333,0.0,,2005,6
USR0000IGRA,67.93333333333334,0.0,,2005,6
USR0000IGRL,65.26666666666667,0.0,,2005,6
USR0000IHPK,58.05555555555556,0.0,,2005,6
USR0000IHSB,70.8,0.0,,2005,6
USR0000IIND,75.2,0.0,,2005,6
USR0000IISP,64.93333333333334,0.0,,2005,6
USR0000IKEL,72.43333333333334,0.0,,2005,6
USR0000IKRI,66.33333333333333,0.0,,2005,6
USR0000ILCR,73.16666666666667,0.0,,2005,6
USR0000ILEA,64.63333333333334,0.0,,2005,6
USR0000ILIN,58.46666666666667,0.0,,2005,6
USR0000ILIT,70.56666666666666,0.0,,2005,6
USR0000ILOD,62.6,0.0,,2005,6
USR0000ILUC,77.03333333333333,0.0,,2005,6
USR0000IMHO,80.96666666666667,0.0,,2005,6
USR0000IMOD,62.86666666666667,0.0,,2005,6
USR0000IMOL,63.733333333333334,0.0,,2005,6
USR0000IMOO,74.46666666666667,0.0,,2005,6
USR0000IMUL,64.76666666666667,0.0,,2005,6
USR0000INOR,65.1,0.0,,2005,6
USR0000IOHI,64.16666666666667,0.0,,2005,6
USR0000IPCK,69.03333333333333,0.0,,2005,6
USR0000IPCN,63.36666666666667,0.0,,2005,6
USR0000IPCR,51.142857142857146,0.0,,2005,6
USR0000IPIE,69.53333333333333,0.0,,2005,6
USR0000IPIN,67.46666666666667,0.0,,2005,6
USR0000IPIT,80.3,0.0,,2005,6
USR0000IPOB,72.0,0.0,,2005,6
USR0000IPOT,72.43333333333334,0.0,,2005,6
USR0000IPOW,71.3,0.0,,2005,6
USR0000IPRL,68.6,0.0,,2005,6
USR0000IRAF,74.83333333333333,0.0,,2005,6
USR0000IRED,68.03333333333333,0.0,,2005,6
USR0000IROA,54.7,0.0,,2005,6
USR0000IROC,74.4,0.0,,2005,6
USR0000IROU,63.666666666666664,0.0,,2005,6
USR0000ISAL,66.43333333333334,0.0,,2005,6
USR0000ISHO,67.16666666666667,0.0,,2005,6
USR0000ISKI,64.66666666666667,0.0,,2005,6
USR0000ISKU,65.93333333333334,0.0,,2005,6
USR0000ISLA,78.03333333333333,0.0,,2005,6
USR0000ISNA,68.16666666666667,0.0,,2005,6
USR0000ISPA,69.7,0.0,,2005,6
USR0000ISTN,63.233333333333334,0.0,,2005,6
USR0000ITEA,65.66666666666667,0.0,,2005,6
USR0000ITOW,72.56666666666666,0.0,,2005,6
USR0000ITRA,68.1,0.0,,2005,6
USR0000ITRI,68.1,0.0,,2005,6
USR0000ITWI,78.96666666666667,0.0,,2005,6
USR0000IWEI,70.56666666666666,0.0,,2005,6
USS0011E10S,66.06666666666666,5.3,,2005,6
USS0011E36S,61.333333333333336,7.5,,2005,6
USS0011E37S,60.3,4.8,,2005,6
USS0011F02S,66.1,3.3,,2005,6
USS0011F11S,65.4,2.9,,2005,6
USS0011G01S,64.0,2.5,,2005,6
USS0011G05S,63.3,3.3000000000000003,,2005,6
USS0011G06S,65.46666666666667,3.7,,2005,6
USS0011G30S,62.833333333333336,2.9,,2005,6
USS0011G32S,58.6,3.5,,2005,6
USS0011G33S,64.83333333333333,2.5,,2005,6
USS0012G17S,64.06666666666666,2.7,,2005,6
USS0012G18S,65.2,3.3,,2005,6
USS0013D16S,61.4,3.1,,2005,6
USS0013D22S,53.96666666666667,3.3,,2005,6
USS0013E06S,60.86666666666667,3.8,,2005,6
USS0013E16S,58.733333333333334,5.1,,2005,6
USS0013E18S,52.86666666666667,6.2,,2005,6
USS0013E27S,58.3,3.5,,2005,6
USS0013F03S,58.43333333333333,3.9000000000000004,,2005,6
USS0013F04S,62.53333333333333,2.5,,2005,6
USS0013F09S,61.666666666666664,3.0,,2005,6
USS0013F13S,53.833333333333336,4.5,,2005,6
USS0013G01S,58.53333333333333,2.8000000000000003,,2005,6
USS0014C04S,57.06666666666667,3.0,,2005,6
USS0014C05S,60.2,2.5,,2005,6
USS0014E01S,55.96666666666667,2.8000000000000003,,2005,6
USS0014E04S,56.56666666666667,3.6,,2005,6
USS0014F02S,61.766666666666666,2.3,,2005,6
USS0014F03S,57.666666666666664,4.2,,2005,6
USS0014F04S,54.3,2.7,35.26866666666667,2005,6
USS0014F08S,53.1,2.5,,2005,6
USS0014F11S,66.46666666666667,0.9,,2005,6
USS0014F12S,56.233333333333334,2.5,,2005,6
USS0014F16S,61.63333333333333,2.9,,2005,6
USS0014F17S,62.46666666666667,1.8,,2005,6
USS0014F19S,66.8,2.0,,2005,6
USS0014G01S,61.56666666666667,1.8,,2005,6
USS0014G02S,65.23333333333333,2.8,,2005,6
USS0015B02S,60.2,2.6,,2005,6
USS0015B09S,54.9,4.3,,2005,6
USS0015B14S,55.766666666666666,3.1,,2005,6
USS0015B21S,61.13333333333333,3.6,,2005,6
USS0015C04S,65.73333333333333,2.5,,2005,6
USS0015C06S,57.7,3.3,,2005,6
USS0015C09S,57.233333333333334,5.9,,2005,6
USS0015C16S,56.8,3.6,,2005,6
USS0015D01S,57.8,3.8000000000000003,,2005,6
USS0015D06S,60.2,5.0,,2005,6
USS0015E02S,59.03333333333333,2.2,,2005,6
USS0015E04S,58.96666666666667,3.8,,2005,6
USS0015E08S,66.66666666666667,3.4,,2005,6
USS0015E09S,61.93333333333333,3.6,,2005,6
USS0015E11S,60.2,3.7,,2005,6
USS0015F01S,65.76666666666667,2.8000000000000003,,2005,6
USS0015F04S,59.666666666666664,2.8000000000000003,,2005,6
USS0015F05S,56.03333333333333,2.3000000000000003,,2005,6
USS0015F06S,69.16666666666667,1.0,,2005,6
USS0015F09S,66.0,0.8,,2005,6
USS0015F14S,65.66666666666667,1.7,2.0903333333333336,2005,6
USS0015G02S,60.4,2.5,,2005,6
USS0016A04S,58.03333333333333,3.4,,2005,6
USS0016A08S,55.233333333333334,5.300000000000001,,2005,6
USS0016A10S,53.93333333333333,2.8,,2005,6
USS0016A12S,59.5,6.1,,2005,6
USS0016A13S,52.96666666666667,0.0,,2005,6
USS0016A14S,63.63333333333333,3.9,2.7953333333333332,2005,6
USS0016B14S,64.53333333333333,2.6,,2005,6
USS0016C01S,65.7,1.7,,2005,6
USS0016C02S,62.43333333333333,1.6,,2005,6
USS0016C20S,56.93333333333333,1.6,,2005,6
USS0016D08S,61.833333333333336,3.3,,2005,6
USS0016D09S,61.3,4.0,,2005,6
USS0016E05S,64.53333333333333,2.6,,2005,6
USS0016E10S,60.233333333333334,1.9,,2005,6
USS0016E11S,64.33333333333333,3.2,,2005,6
USS0016E14S,67.6,2.7,,2005,6
USS0016E18S,67.9,2.6,,2005,6
USS0016F02S,60.7,1.4000000000000001,,2005,6
USS0016F08S,64.26666666666667,1.6,,2005,6
USS0016G01S,62.63333333333333,2.1,,2005,6
USS0016G07S,69.86666666666666,2.1,,2005,6
USW00004109,74.9,4.74,1.7666666666666666,2005,6
USW00004110,73.93333333333334,0.48,9.641,2005,6
USW00004112,62.36666666666667,1.3800000000000001,4.466666666666667,2005,6
USW00004114,69.8,1.8800000000000001,5.218999999999999,2005,6
USW00004126,66.41379310344827,1.25,,2005,6
USW00004127,72.34482758620689,1.45,,2005,6
USW00024131,77.5,0.91,8.322333333333333,2005,6
USW00024133,71.93333333333334,1.0,7.828333333333333,2005,6
USW00024145,71.83333333333333,1.81,8.792333333333334,2005,6
USW00024149,75.93333333333334,1.3,5.361,2005,6
USW00024151,75.78571428571429,1.9,,2005,6
USW00024156,75.53333333333333,0.79,9.746,2005,6
USW00094143,72.4,0.79,,2005,6
USW00094178,72.9,0.68,9.937999999999999,2005,6
USW00094182,62.86666666666667,2.86,4.614333333333334,2005,6
USW00094194,70.2,2.7399999999999998,7.820333333333334,2005,6
USC00100010,88.64516129032258,0.14,,2005,7
USC00100227,84.96774193548387,0.33,,2005,7
USC00100282,93.76923076923077,0.0,,2005,7
USC00100375,87.90322580645162,0.03,,2005,7
USC00100448,93.51612903225806,0.02,,2005,7
USC00100470,83.58064516129032,0.18,,2005,7
USC00100528,89.11111111111111,0.0,,2005,7
USC00100803,86.54838709677419,0.18000000000000002,,2005,7
USC00100915,89.03225806451613,0.33,,2005,7
USC00101017,89.35483870967742,0.03,,2005,7
USC00101018,96.44,0.06,,2005,7
USC00101024,,0.02,,2005,7
USC00101079,85.34482758620689,0.59,,2005,7
USC00101180,95.6774193548387,0.28,,2005,7
USC00101195,95.6774193548387,0.0,,2005,7
USC00101220,89.58064516129032,0.6100000000000001,,2005,7
USC00101298,87.70967741935483,0.03,,2005,7
USC00101363,80.80645161290323,1.0699999999999998,,2005,7
USC00101384,92.75,0.06,,2005,7
USC00101408,94.41935483870968,0.16,,2005,7
USC00101514,81.51612903225806,0.52,,2005,7
USC00101551,92.54838709677419,0.32,,2005,7
USC00101636,,0.1,,2005,7
USC00101671,83.46666666666667,0.91,,2005,7
USC00101956,81.4,1.48,,2005,7
USC00102159,80.51612903225806,0.51,,2005,7
USC00102187,93.625,0.0,,2005,7
USC00102260,86.3225806451613,0.06,,2005,7
USC00102444,90.83870967741936,0.07,,2005,7
USC00102575,76.83870967741936,0.21,,2005,7
USC00102676,80.19354838709677,0.45999999999999996,,2005,7
USC00102707,88.2258064516129,0.07,,2005,7
USC00102845,89.51612903225806,0.25,,2005,7
USC00102875,82.29411764705883,0.35,,2005,7
USC00102892,84.13636363636364,0.0,,2005,7
USC00102942,92.90322580645162,0.06,,2005,7
USC00103108,87.6774193548387,0.0,,2005,7
USC00103143,89.03225806451613,0.05,,2005,7
USC00103297,85.76923076923077,0.05,,2005,7
USC00103448,91.38709677419355,0.060000000000000005,,2005,7
USC00103554,86.03225806451613,0.26,,2005,7
USC00103558,84.65384615384616,0.12,,2005,7
USC00103631,99.53571428571429,0.06,,2005,7
USC00103732,86.5,0.6299999999999999,,2005,7
USC00103760,95.29032258064517,0.0,,2005,7
USC00103771,80.38709677419355,0.28,,2005,7
USC00103932,96.6774193548387,0.12000000000000001,,2005,7
USC00103964,90.16129032258064,0.0,,2005,7
USC00104140,92.23333333333333,0.0,,2005,7
USC00104150,82.19354838709677,0.27,,2005,7
USC00104268,87.06451612903226,0.0,,2005,7
USC00104295,90.75,0.09,,2005,7
USC00104318,99.0,0.0,,2005,7
USC00104384,90.58064516129032,0.19,,2005,7
USC00104442,87.93333333333334,0.2,,2005,7
USC00104455,89.48387096774194,0.18,,2005,7
USC00104456,84.16129032258064,0.8,,2005,7
USC00104598,79.61290322580645,0.02,,2005,7
USC00104670,94.12903225806451,0.27,,2005,7
USC00104793,91.41935483870968,0.64,,2005,7
USC00104831,82.80645161290323,0.61,,2005,7
USC00104845,82.2258064516129,0.44,,2005,7
USC00105013,88.6,0.0,,2005,7
USC00105143,89.61290322580645,0.3,,2005,7
USC00105177,84.80645161290323,0.0,,2005,7
USC00105275,85.83870967741936,0.13,,2005,7
USC00105414,79.80645161290323,0.14,,2005,7
USC00105462,85.74193548387096,0.82,,2005,7
USC00105567,92.96296296296296,0.03,,2005,7
USC00105678,91.54838709677419,0.1,,2005,7
USC00105685,88.45161290322581,0.08,,2005,7
USC00105708,81.45161290322581,0.21,,2005,7
USC00105716,88.64516129032258,0.17,,2005,7
USC00105897,86.90322580645162,0.28,,2005,7
USC00105980,87.80645161290323,0.0,,2005,7
USC00106152,86.0,0.35000000000000003,,2005,7
USC00106174,97.09677419354838,0.17,,2005,7
USC00106305,94.41935483870968,0.05,,2005,7
USC00106388,86.9,0.08,,2005,7
USC00106424,81.2258064516129,0.64,,2005,7
USC00106542,88.9,0.35,,2005,7
USC00106586,93.2258064516129,0.19999999999999998,,2005,7
USC00106844,92.7741935483871,0.09,,2005,7
USC00106877,88.0,0.09,,2005,7
USC00106891,96.34615384615384,0.01,,2005,7
USC00107040,86.74193548387096,0.0,,2005,7
USC00107046,82.61290322580645,0.97,,2005,7
USC00107208,91.03225806451613,0.14,,2005,7
USC00107210,91.70967741935483,0.12,,2005,7
USC00107264,83.87096774193549,0.65,,2005,7
USC00107301,82.80645161290323,0.3,,2005,7
USC00107320,82.03333333333333,1.24,,2005,7
USC00107346,91.06451612903226,0.13,,2005,7
USC00107386,83.3225806451613,1.57,,2005,7
USC00107561,,1.13,,2005,7
USC00107563,81.16129032258064,0.92,,2005,7
USC00107644,83.70967741935483,0.05,,2005,7
USC00107648,89.19354838709677,0.37999999999999995,,2005,7
USC00107673,90.0,0.14,,2005,7
USC00107706,95.17857142857143,0.18,,2005,7
USC00108022,83.7741935483871,0.06,,2005,7
USC00108062,84.2258064516129,0.73,,2005,7
USC00108080,88.09677419354838,0.11,,2005,7
USC00108137,82.94117647058823,0.02,,2005,7
USC00108246,88.87096774193549,0.52,,2005,7
USC00108380,94.16129032258064,0.02,,2005,7
USC00108395,92.7741935483871,0.08,,2005,7
USC00108412,83.87096774193549,0.09,,2005,7
USC00108535,87.12903225806451,0.8200000000000001,,2005,7
USC00108676,81.0,0.0,,2005,7
USC00108928,96.38709677419355,0.1,,2005,7
USC00108937,86.6774193548387,1.06,,2005,7
USC00109000,90.93548387096774,0.16,,2005,7
USC00109065,84.70588235294117,0.29000000000000004,,2005,7
USC00109293,94.3225806451613,0.0,,2005,7
USC00109303,87.48387096774194,0.02,,2005,7
USC00109560,81.89473684210526,0.0,,2005,7
USC00109601,82.03225806451613,0.24,,2005,7
USC00109638,94.83870967741936,0.31,,2005,7
USC00109846,79.48387096774194,0.37,,2005,7
USC00109963,93.61290322580645,0.04,,2005,7
USR0000I3MI,80.19354838709677,0.0,,2005,7
USR0000IARC,88.3225806451613,0.0,,2005,7
USR0000IBAS,76.70967741935483,0.0,,2005,7
USR0000IBEA,75.61290322580645,0.0,,2005,7
USR0000IBOF,83.51612903225806,0.0,,2005,7
USR0000IBON,82.41935483870968,0.0,,2005,7
USR0000IBRA,92.06451612903226,0.0,,2005,7
USR0000IBUL,88.19354838709677,0.0,,2005,7
USR0000ICAN,68.29032258064517,0.0,,2005,7
USR0000ICHL,90.55172413793103,0.0,,2005,7
USR0000ICOP,76.3225806451613,0.0,,2005,7
USR0000ICOT,89.19354838709677,0.0,,2005,7
USR0000ICRY,89.45161290322581,0.0,,2005,7
USR0000IDEA,88.51612903225806,0.0,,2005,7
USR0000IDEN,89.70967741935483,0.0,,2005,7
USR0000IDEP,85.35483870967742,0.0,,2005,7
USR0000IDER,85.0,0.0,,2005,7
USR0000IDIA,80.29032258064517,0.0,,2005,7
USR0000IEAG,82.22222222222223,0.0,,2005,7
USR0000IEZR,80.06451612903226,0.0,,2005,7
USR0000IFEN,90.90322580645162,0.0,,2005,7
USR0000IFIS,79.51612903225806,0.0,,2005,7
USR0000IFLE,83.2258064516129,0.0,,2005,7
USR0000IFLI,90.87096774193549,0.0,,2005,7
USR0000IGAS,83.90322580645162,0.0,,2005,7
USR0000IGOO,87.35483870967742,0.0,,2005,7
USR0000IGRA,85.6774193548387,0.0,,2005,7
USR0000IGRL,80.35483870967742,0.0,,2005,7
USR0000IHPK,74.3225806451613,0.0,,2005,7
USR0000IHSB,89.09677419354838,0.0,,2005,7
USR0000IIND,94.90322580645162,0.0,,2005,7
USR0000IISP,80.19354838709677,0.0,,2005,7
USR0000IKEL,86.58064516129032,0.0,,2005,7
USR0000IKRI,85.7741935483871,0.0,,2005,7
USR0000ILCR,89.16129032258064,0.0,,2005,7
USR0000ILEA,83.51612903225806,0.0,,2005,7
USR0000ILIN,71.74193548387096,0.0,,2005,7
USR0000ILIT,80.1,0.0,,2005,7
USR0000ILOD,80.0,0.0,,2005,7
USR0000ILUC,94.2258064516129,0.0,,2005,7
USR0000IMHO,97.09677419354838,0.0,,2005,7
USR0000IMOD,80.12903225806451,0.0,,2005,7
USR0000IMOL,83.25806451612904,0.0,,2005,7
USR0000IMOO,91.41935483870968,0.0,,2005,7
USR0000IMUL,83.29032258064517,0.0,,2005,7
USR0000INOR,82.7741935483871,0.0,,2005,7
USR0000INUC,75.0,0.0,,2005,7
USR0000IOHI,82.80645161290323,0.0,,2005,7
USR0000IPCK,89.70967741935483,0.0,,2005,7
USR0000IPCN,80.87096774193549,0.0,,2005,7
USR0000IPCR,79.52941176470588,0.0,,2005,7
USR0000IPIE,85.3225806451613,0.0,,2005,7
USR0000IPIN,84.2258064516129,0.0,,2005,7
USR0000IPIT,97.3225806451613,0.0,,2005,7
USR0000IPOB,89.48387096774194,0.0,,2005,7
USR0000IPOT,88.96296296296296,0.0,,2005,7
USR0000IPOW,87.86206896551724,0.0,,2005,7
USR0000IPRL,80.25806451612904,0.0,,2005,7
USR0000IRAF,92.74193548387096,0.0,,2005,7
USR0000IRED,84.29032258064517,0.0,,2005,7
USR0000IROA,73.29032258064517,0.0,,2005,7
USR0000IROC,91.54838709677419,0.0,,2005,7
USR0000IROU,73.87096774193549,0.0,,2005,7
USR0000ISAL,85.61290322580645,0.0,,2005,7
USR0000ISHO,83.03225806451613,0.0,,2005,7
USR0000ISKI,83.45161290322581,0.0,,2005,7
USR0000ISKU,85.03225806451613,0.0,,2005,7
USR0000ISLA,94.38709677419355,0.0,,2005,7
USR0000ISNA,85.80645161290323,0.0,,2005,7
USR0000ISPA,89.51612903225806,0.0,,2005,7
USR0000ISTN,80.54838709677419,0.0,,2005,7
USR0000ITEA,83.80645161290323,0.0,,2005,7
USR0000ITOW,89.3225806451613,0.0,,2005,7
USR0000ITRA,86.12903225806451,0.0,,2005,7
USR0000ITRI,86.03225806451613,0.0,,2005,7
USR0000ITWI,94.1923076923077,0.0,,2005,7
USR0000IWEI,88.19354838709677,0.0,,2005,7
USR0000MHHS,71.4090909090909,0.0,,2005,7
USS0011E10S,80.96774193548387,0.1,,2005,7
USS0011E36S,75.38709677419355,0.7,,2005,7
USS0011E37S,75.74193548387096,0.5,,2005,7
USS0011F02S,83.45161290322581,0.9,,2005,7
USS0011F11S,81.83870967741936,0.1,,2005,7
USS0011G01S,78.80645161290323,0.1,,2005,7
USS0011G05S,80.45161290322581,0.5,,2005,7
USS0011G06S,81.38709677419355,0.2,,2005,7
USS0011G30S,81.25806451612904,0.2,,2005,7
USS0011G32S,75.0,0.30000000000000004,,2005,7
USS0011G33S,81.12903225806451,0.7,,2005,7
USS0012G17S,79.41935483870968,0.4,,2005,7
USS0012G18S,83.03225806451613,0.0,,2005,7
USS0013D16S,79.93548387096774,0.30000000000000004,,2005,7
USS0013D22S,72.74193548387096,0.5,,2005,7
USS0013E06S,79.25806451612904,0.30000000000000004,,2005,7
USS0013E16S,76.96774193548387,0.6000000000000001,,2005,7
USS0013E18S,70.25806451612904,0.30000000000000004,,2005,7
USS0013E27S,75.7741935483871,0.9,,2005,7
USS0013F03S,75.06451612903226,0.5,,2005,7
USS0013F04S,80.29032258064517,0.2,,2005,7
USS0013F09S,79.87096774193549,0.5,,2005,7
USS0013F13S,69.74193548387096,0.5,,2005,7
USS0013G01S,75.54838709677419,0.7,,2005,7
USS0014C04S,74.0,0.0,,2005,7
USS0014C05S,76.25806451612904,0.4,,2005,7
USS0014E01S,72.12903225806451,0.2,,2005,7
USS0014E04S,74.29032258064517,0.1,,2005,7
USS0014F02S,79.58064516129032,0.5,,2005,7
USS0014F03S,74.41935483870968,0.7000000000000001,,2005,7
USS0014F04S,70.19354838709677,1.1,33.35258064516129,2005,7
USS0014F08S,69.74193548387096,0.5,,2005,7
USS0014F11S,83.12903225806451,0.0,,2005,7
USS0014F12S,73.58064516129032,0.7,,2005,7
USS0014F16S,78.80645161290323,0.8,,2005,7
USS0014F17S,80.35483870967742,1.4,,2005,7
USS0014F19S,84.61290322580645,0.6000000000000001,,2005,7
USS0014G01S,80.58064516129032,0.1,,2005,7
USS0014G02S,83.45161290322581,0.2,,2005,7
USS0015B02S,74.61290322580645,0.9,,2005,7
USS0015B09S,68.3225806451613,0.7,,2005,7
USS0015B14S,69.41935483870968,0.9,,2005,7
USS0015B21S,74.80645161290323,0.8,,2005,7
USS0015C04S,80.2258064516129,0.7,,2005,7
USS0015C06S,72.3225806451613,0.4,,2005,7
USS0015C09S,71.58064516129032,0.3,,2005,7
USS0015C16S,72.74193548387096,0.30000000000000004,,2005,7
USS0015D01S,74.12903225806451,0.6000000000000001,,2005,7
USS0015D06S,76.61290322580645,0.4,,2005,7
USS0015E02S,77.54838709677419,0.5,,2005,7
USS0015E04S,77.12903225806451,0.30000000000000004,,2005,7
USS0015E08S,83.6774193548387,0.6000000000000001,,2005,7
USS0015E09S,78.38709677419355,0.2,,2005,7
USS0015E11S,78.70967741935483,0.5,,2005,7
USS0015F01S,81.54838709677419,0.39999999999999997,,2005,7
USS0015F04S,76.03225806451613,0.4,,2005,7
USS0015F05S,71.96774193548387,0.9,,2005,7
USS0015F06S,86.61290322580645,0.2,,2005,7
USS0015F09S,81.16129032258064,0.1,,2005,7
USS0015F14S,82.2258064516129,0.1,2.24,2005,7
USS0015G02S,79.25806451612904,0.7,,2005,7
